id;parameter_id;parameter_type_id;parameter_distribution_type_id;ordering
ced38df4-ba59-4362-abf6-9deda61bf557;420f102c-cf93-4bf5-9247-b4c03661b9ab;c3269112-ec0f-472a-85af-542c3bacbdda;23183
d7d22129-7b82-4e66-a307-cdc1e0896225;b9041767-5742-4792-ad61-9225b91903fe;d930c097-0f35-45f9-b985-59b077ed2460;13729
ea424a90-ad8e-4066-93ec-a031d532da9e;d839bb5b-5ba4-498c-9e56-524758c95053;c3269112-ec0f-472a-85af-542c3bacbdda;9925
1d12c331-85ac-4a64-bc78-3abecc32e2be;c0a64bee-ca27-491d-bd4d-31f140202225;d930c097-0f35-45f9-b985-59b077ed2460;6112
16eb7448-3ced-482f-845c-243bd028bea2;28247c7c-628b-4702-9cba-9fe5c3cd685a;b9266b8c-2df3-42eb-855d-d10a67b75b41;2852
8c5c03b9-75cb-4144-87ef-956646cfaedb;4b9bc83e-7ea9-46f5-becc-2b5be0df5b8c;b9266b8c-2df3-42eb-855d-d10a67b75b41;30295
e6813ccc-475d-4e4a-9156-44c22317497e;31a777e6-a8ee-44ba-8254-f9a82085e777;79937b94-7f8f-499f-abf7-7478ba679ee3;15603
85f20edc-e809-43f9-9ca3-103e022b82cf;a91cac86-093b-4cba-a577-efa780d1716c;79937b94-7f8f-499f-abf7-7478ba679ee3;13857
6c21fc37-fcc6-4196-a3ee-714befb64dc8;3718d5ba-47b6-4d54-8740-0da65b1fe4e7;b9266b8c-2df3-42eb-855d-d10a67b75b41;12412
9e735348-f1d8-4998-b709-0347fd6b6bd3;a3135d33-48d1-41d8-a3e9-c54047f9394f;b9266b8c-2df3-42eb-855d-d10a67b75b41;8424
